1,7,4,3
2,1,1,1
3,5,2,3
4,7,2,5
5,7,4,4
6,12,4,4
7,11,1,5
8,7,1,10
9,3,2,8
10,4,1,2
11,4,2,7
12,8,3,10
13,6,3,8
14,4,2,8
15,1,2,5
16,6,1,1
17,11,1,5
18,5,1,4
19,8,4,7
20,1,4,5
21,12,4,3
22,7,2,2
23,7,2,10
24,5,2,7
25,3,4,8
26,2,2,1
27,1,3,4
28,12,2,2
29,9,2,7
30,6,1,9
31,12,3,5
32,8,1,7
33,2,1,7
34,6,4,6
35,3,2,1
36,9,3,8
37,11,4,2
38,12,2,3
39,1,2,1
40,11,4,5
41,12,4,6
42,3,1,8
43,3,1,6
44,3,2,5
45,1,3,10
46,10,3,8
47,6,3,3
48,6,1,2
49,11,3,8
50,9,2,2
51,8,4,10
52,12,1,1
53,11,1,5
54,10,3,3
55,7,2,9
56,8,3,1
57,2,1,7
58,1,2,10
59,7,2,5
60,8,3,6
61,3,2,5
62,11,3,9
63,1,3,4
64,1,1,4
65,1,4,3
66,5,2,3
67,5,4,6
68,12,1,6
69,4,2,8
70,2,1,5
71,12,3,1
72,12,3,9
73,6,4,6
74,2,2,9
75,7,2,1
76,6,3,2
77,6,2,7
78,2,4,4
79,8,4,4
80,6,4,8
81,5,3,9
82,3,2,4
83,6,2,1
84,9,3,10
85,1,4,8
86,11,4,1
87,9,3,3
88,11,3,4
89,3,3,10
90,1,1,5
91,6,4,4
92,5,2,5
93,9,4,4
94,1,1,3
95,10,1,1
96,6,3,3
97,12,2,3
98,11,2,7
99,7,3,9
100,7,4,4
