1,8,4,8
2,4,3,5
3,2,4,10
4,9,2,8
5,7,1,2
6,10,2,10
7,4,4,8
8,6,4,3
9,1,1,4
10,9,2,10
11,6,2,2
12,12,3,8
13,10,4,10
14,8,3,7
15,2,1,7
16,11,1,1
17,9,3,5
18,1,4,1
19,9,4,1
20,12,4,2
21,4,1,1
22,11,3,1
23,6,4,7
24,6,3,10
25,1,2,6
26,12,4,4
27,9,3,2
28,8,2,7
29,7,3,6
30,11,2,6
31,7,4,3
32,2,4,6
33,11,1,4
34,8,2,6
35,10,1,6
36,2,3,7
37,9,4,8
38,8,4,1
39,8,4,5
40,6,3,2
41,4,4,10
42,4,4,6
43,4,3,1
44,1,3,9
45,10,2,2
46,9,1,6
47,2,2,10
48,2,4,8
49,5,4,5
50,8,2,10
51,9,1,7
52,6,2,2
53,6,1,7
54,6,4,1
55,8,4,4
56,4,4,1
57,12,4,2
58,1,1,1
59,3,1,6
60,7,2,10
61,3,1,8
62,7,2,9
63,12,3,9
64,3,4,10
65,11,2,4
66,12,2,6
67,3,4,4
68,1,3,4
69,2,3,8
70,7,4,10
71,4,2,1
72,6,4,7
73,8,3,10
74,4,4,6
75,12,2,4
76,10,1,9
77,5,3,3
78,3,2,2
79,7,1,1
80,3,4,5
81,9,4,4
82,7,2,10
83,11,2,2
84,10,1,3
85,11,2,1
86,7,4,10
87,9,3,8
88,5,1,10
89,7,2,7
90,7,2,3
91,7,4,9
92,8,2,9
93,1,2,4
94,9,3,2
95,4,4,7
96,4,1,5
97,2,3,9
98,1,3,8
99,11,3,1
100,12,2,3
