1,2,4,1
2,5,1,10
3,10,1,10
4,9,1,1
5,5,4,8
6,5,1,8
7,5,2,4
8,3,4,7
9,6,4,6
10,2,4,2
11,3,4,8
12,3,2,7
13,11,1,3
14,4,2,9
15,8,2,5
16,5,3,9
17,5,2,3
18,6,3,8
19,6,1,5
20,1,1,1
21,8,1,2
22,2,3,1
23,10,1,7
24,9,3,7
25,4,4,1
26,4,3,9
27,3,4,9
28,11,2,1
29,8,1,2
30,4,2,4
31,2,4,9
32,6,2,2
33,12,4,5
34,12,1,5
35,5,2,8
36,10,1,7
37,3,3,3
38,4,4,2
39,4,2,7
40,10,3,9
41,8,1,2
42,4,2,10
43,4,2,8
44,9,3,4
45,7,3,3
46,6,1,10
47,8,4,4
48,3,1,7
49,3,2,4
50,7,1,6
51,4,1,10
52,3,3,5
53,7,4,4
54,3,2,10
55,2,4,5
56,5,4,5
57,10,3,5
58,3,2,3
59,3,2,8
60,11,4,6
61,8,2,5
62,8,1,8
63,4,3,8
64,8,1,9
65,4,3,2
66,9,1,8
67,3,2,8
68,1,3,2
69,3,4,6
70,12,4,8
71,11,1,3
72,11,3,1
73,10,4,3
74,9,2,3
75,9,1,3
76,6,2,5
77,1,4,1
78,9,1,5
79,12,2,10
80,12,3,10
81,4,3,2
82,3,1,9
83,6,3,10
84,11,2,7
85,4,4,8
86,6,1,4
87,8,2,2
88,4,1,10
89,6,3,1
90,2,4,6
91,7,2,7
92,6,4,6
93,11,2,2
94,11,3,1
95,1,4,4
96,11,2,9
97,8,4,1
98,6,4,8
99,8,1,7
100,9,2,9
