1,8.1,3.4,1.1
2,5.1,1.7,9.7
3,8.7,1.5,0.2
4,9.8,1.5,4.5
5,1.7,3.8,5.4
6,8.1,2.8,3.2
7,1.7,1.9,6.5
8,1.9,2.8,9.8
9,9.9,3.8,3.2
10,7,4,4.6
11,5.2,1.3,7.1
12,7.9,2.7,7.1
13,11.9,1.3,4.4
14,2.3,2.3,4.6
15,8,3.7,1.3
16,11.3,3.9,1.7
17,10.7,3.1,4.8
18,2.7,1.6,9.9
19,9.7,2.7,0.4
20,0.5,0.6,3.8
21,8.3,0.7,0.3
22,9.4,1.4,9.5
23,6.6,1.1,7.9
24,1.3,1.8,5.9
25,8.2,0.8,5
26,11.7,2.7,4.3
27,9.3,2,0.4
28,2.6,2.4,8.5
29,6.6,2.6,6.1
30,2,2.4,7.7
31,9.5,3.5,3.1
32,4.5,0.2,2.9
33,4.7,3.9,7.1
34,0.8,2.3,9.8
35,10.1,3.7,8.9
36,3.6,1.2,0.4
37,3.2,0.5,0.3
38,1,2.8,4.3
39,1.7,0.3,1.7
40,4.6,1,9.1
41,3.2,1.3,3
42,3.9,2.8,4
43,1.9,2.5,2.3
44,11.2,0.6,3.4
45,11,1.4,1.5
46,4.9,1.5,3.1
47,10.3,1,8.7
48,0.6,2.9,2
49,8.9,1.4,2.9
50,9.4,2.6,5
51,1.3,1.6,7.8
52,6.5,2.1,0.4
53,0.1,3.2,9.1
54,7.9,1.3,6.3
55,1.8,1.9,2.4
56,8.5,1.5,6.2
57,5.5,1.9,6.9
58,2.7,2.9,4.2
59,9.6,3.6,8.5
60,10.9,3.5,9.5
61,1.6,1.7,6
62,9.9,3.6,9.5
63,7.9,1.6,7.1
64,5.8,0.2,8.8
65,7.6,2.9,1.1
66,7.1,0.7,2.6
67,3.4,3.7,7.5
68,0.9,1.5,2.2
69,9.4,3.6,5.8
70,3.8,1.9,5.9
71,11.5,3.9,3.4
72,2.5,1.3,5.3
73,2.3,0.1,9.6
74,10.5,0.1,8.2
75,6.8,1.1,9.6
76,8.3,2.2,1.8
77,1.2,2,6.2
78,4.5,2,5.2
79,7.6,1.2,4.3
80,6.3,2.1,2.7
81,7.3,2.4,6.7
82,4.1,2.9,7.2
83,8.6,3.7,2.4
84,7.5,4,2
85,8.2,3.2,7.4
86,7.1,0.3,6.6
87,11.4,3.4,9.6
88,10.2,3.4,9.2
89,0.6,3.4,2.2
90,4.2,3.6,9.3
91,1.8,2.4,4.8
92,3.5,0.5,2.7
93,0.6,1.8,8.5
94,1.1,2.2,2.7
95,5.1,1.9,5.5
96,5.1,0.5,0.7
97,4.7,2.1,0.6
98,0.9,1.2,4.9
99,1,3.5,8.8
100,11.5,2.2,8.8
