1,10,2,7.2
2,2.8,0.5,5.3
3,10.4,3.6,1.7
4,5.5,0.3,4.2
5,9.7,0.8,3.4
6,2.9,2.3,6.8
7,3.9,1.2,7.5
8,5.2,2.1,5.9
9,8.1,0.1,4.7
10,0.3,3.6,2.9
11,8.4,1.4,9.1
12,1.3,1.1,8.5
13,6.2,3.1,9.1
14,5.7,2.1,8
15,9.2,2.2,3.7
16,0.7,1.9,7.8
17,5,4,3.4
18,3.8,1.3,1.7
19,2.1,4,8.9
20,4.8,0.8,4.8
21,6.1,1.1,6.3
22,2,2.4,0.8
23,6,3,6.5
24,5.3,2.9,2.3
25,1.5,1.8,6.9
26,6.9,0.2,3.3
27,8.6,1.7,5.8
28,11.7,1.7,9.6
29,4.7,2,9.2
30,8.4,2.1,1.4
31,1,2.7,1.4
32,8.2,2,7.2
33,2,3.6,9.9
34,3.9,3.6,4.8
35,10.6,2.9,1.2
36,6.7,2.2,1.4
37,6.1,4,9
38,9.6,2.7,3.4
39,6.5,2.1,0.6
40,1.9,0.9,0.2
41,10.5,0.2,4.4
42,3.2,3.3,4.2
43,11.3,0.9,7.7
44,0.2,1.7,2.9
45,3.1,2.7,9
46,7.9,1.3,1
47,8.2,0.6,8.1
48,5.9,1.9,2.4
49,0.8,3.8,3.3
50,10.8,2.2,0.4
51,11.4,2.3,6.3
52,9.8,3.9,6.6
53,0.5,2.5,4
54,2.6,1.7,8.3
55,7.8,2.9,3.5
56,11.2,0.6,7.4
57,9.6,3.2,3
58,5.6,3.2,7.5
59,5.6,1.5,4.7
60,6.7,2.8,4.1
61,4.6,3.6,4.7
62,4.9,0.5,6.3
63,2,0.3,6.2
64,5,1.5,3.6
65,7.4,0.4,3.5
66,4.8,2.2,1.1
67,9.4,2.4,4.9
68,11.1,0.6,7.9
69,5,2,8.9
70,1.8,3.8,2.1
71,2.7,0.8,5.1
72,8.4,2.9,8.9
73,11.5,3.7,1.4
74,7.6,2.7,3.9
75,5.3,1.6,1.4
76,4.6,1.4,8.1
77,0.8,2.9,5.4
78,12,1.5,5.9
79,1.5,0.7,1.7
80,2,1.1,3.1
81,0.6,1,2.5
82,9,0.4,7.8
83,6.7,0.9,5.9
84,5,2.8,8.7
85,2.9,3.5,5.4
86,2.1,0.4,6.1
87,5.4,0.9,7.5
88,5.7,3.9,8.6
89,1.8,3,7.5
90,9.8,1.1,7.9
91,3,3.4,6.5
92,9.8,1.6,6.8
93,1.5,1.9,2.7
94,11.6,1.6,4.4
95,1.1,1.9,5.1
96,7.9,2.4,7.1
97,10.4,1.6,7.5
98,4.1,3.4,2.8
99,3.5,0.8,8.7
100,12,1.4,0.8
