1,8.3,1.1,7.6
2,2.2,0.8,3.4
3,2.5,2.6,9.4
4,4.7,0.9,8
5,11.7,3.2,4.6
6,11.6,4,9.3
7,0.5,2.7,9.6
8,6.3,2.2,2.4
9,2.1,4,6.5
10,11,3.9,6.8
11,0.1,2,2.4
12,6.3,0.1,9.5
13,5.8,1.5,0.1
14,2.1,2.2,5.8
15,7.7,0.3,1.1
16,6.3,1.2,1.2
17,9.7,1.7,2.9
18,9.3,1.2,8.1
19,7.4,2.9,3
20,9.9,2.6,0.4
21,2.9,2.5,9.5
22,2.9,1.7,9.3
23,5.3,2.6,5.4
24,5.9,3.8,0.6
25,3.7,1,1.2
26,4.9,1.6,3
27,7.7,1.1,3.3
28,10.2,3.3,0.9
29,2.7,4,7.5
30,3.8,1,6.9
31,5.9,1.6,8.9
32,7.1,2.2,7.3
33,6.7,3.6,7.1
34,1.7,1.3,4
35,7.8,3.2,6.3
36,11.7,1.1,4.9
37,10.1,0.9,8.7
38,4.3,3.6,5.8
39,7.8,1.7,0.6
40,10.8,3.4,1.7
41,10.8,0.6,6
42,5.4,0.5,5.5
43,11.3,0.2,3.1
44,9.3,0.4,4.2
45,10.2,2.3,2.3
46,3.2,1.1,2.9
47,8.2,3.3,4.1
48,5.9,3.7,9.1
49,7.9,4,7.5
50,1.7,3.6,8
51,8,2.3,9.3
52,8.5,1.7,7.2
53,1.1,0.3,8.2
54,9.1,3.1,3.6
55,7.1,0.7,4.7
56,5.2,0.1,9
57,10,2.5,6.2
58,0.6,3.3,6.1
59,8.2,1.1,8.6
60,6,1.8,1.5
61,10.2,1.4,9.8
62,4.3,2.3,3.6
63,11,1.1,8.5
64,2.6,1.4,9
65,1.3,1.1,5.6
66,3,2.1,6
67,8.5,0.9,7.6
68,11,2.9,2.7
69,10.7,4,2.5
70,9,0.2,3.8
71,9.9,2.2,5.9
72,10.4,4,7.6
73,2.7,2,1.9
74,8.9,4,4.2
75,9.2,2.2,3.7
76,10.6,0.6,7
77,5.1,2.8,4.8
78,1.3,2.6,10
79,10.7,3.9,5.7
80,0.3,1.5,4.9
81,10.1,2.4,1.5
82,0.5,0.7,1.4
83,10.6,2.9,6.8
84,2.4,1.5,0.5
85,5.2,1.8,4.5
86,1.3,2.9,8.4
87,10.2,2.3,3.1
88,11,2.6,1.1
89,3.6,3,9
90,4.9,1.2,1.6
91,0.9,2.1,7.9
92,9.3,0.2,1.6
93,8.9,3.6,9
94,5.3,3.8,0.9
95,5.3,3.2,1.7
96,5.2,3.1,1
97,8.4,3.7,8.5
98,0.6,2.4,6.9
99,5.9,2.9,10
100,8.3,0.9,8.5
