1,3.7,2.2,5.3
2,10.9,2.5,7.2
3,4.6,0.8,9.1
4,3.6,2.5,2.4
5,12,0.8,8.9
6,10,3.3,9
7,0.7,2.7,8.6
8,6,2.8,9
9,6.3,2,7.1
10,10.8,3.5,4.5
11,7.6,3.4,5.6
12,9.6,0.6,7.7
13,2.4,1,0.5
14,11.1,3,9.2
15,3.4,1,1.4
16,0.7,3.5,1.7
17,9,0.7,7.5
18,0.8,0.9,1.4
19,8.7,2.9,8.4
20,0.6,0.1,9
21,5,2.2,8.5
22,6.6,0.9,4.7
23,11.6,2.4,5.6
24,5.2,0.1,5.5
25,9.4,1,1
26,2.6,1.7,4.3
27,9.6,2,8.7
28,9,4,7.6
29,8.3,1.8,8.2
30,3.6,1.3,8
31,5.8,2,2.5
32,7.4,3.8,1.5
33,0.1,1.1,1
34,1.4,2.4,9.5
35,1.5,1.7,3.2
36,4.8,3.6,2
37,3,1.4,6.1
38,10.6,2.3,4.2
39,11.3,2.7,2.4
40,4.8,2.4,7.6
41,11.1,3.1,5.6
42,5.9,4,9.7
43,10.8,4,0.9
44,10.9,3.3,2
45,1,3.7,9.9
46,11.3,2,1.1
47,3.7,3.7,8.9
48,5.4,0.2,5.9
49,4.4,3.4,4.8
50,3.4,2.1,1
51,5.3,0.4,6.6
52,1.5,3.8,6.8
53,5.1,2.6,3
54,8.7,1.6,4.7
55,4.3,0.1,8.8
56,5.8,3.2,1.7
57,8.5,1.2,8.4
58,8.6,2,0.2
59,2.4,2.2,9.6
60,3.8,0.2,0.6
61,12,1.7,3.2
62,3.3,2.7,9.3
63,2,3.4,4.7
64,2.4,1.7,3.5
65,8.8,3.1,6.6
66,11.4,1,8.4
67,3.1,2.3,1.2
68,4.6,2.8,8.2
69,4.9,1.4,7.7
70,5.5,2.7,5.6
71,6.5,1,3.3
72,0.2,2.4,3.6
73,9.1,3.2,2.7
74,9.3,1.2,2.4
75,10.4,1.8,2.8
76,0.9,2.6,3.8
77,9.3,2.8,7.6
78,9.3,3.3,2.3
79,4.1,2.7,5.4
80,5.4,3,9.3
81,8.8,0.5,5.6
82,12,2.2,7.7
83,5.4,0.2,8.9
84,11,2,2
85,10.9,0.6,3
86,1,2.1,2.4
87,0.5,2.9,9.3
88,7.5,2.8,6.7
89,9.9,3.3,4
90,5.9,4,1.9
91,11.3,2.3,0.1
92,2.2,3.3,8.2
93,3.9,0.9,4.3
94,4.2,2.9,4.6
95,5.9,3.2,7
96,9.5,1.9,2.2
97,4,2.4,6.2
98,2.6,1.3,0.6
99,9.5,2.5,0.6
100,6.9,0.5,9.3
