1,11,1,7
2,10,2,4
3,12,1,1
4,5,3,3
5,8,3,3
6,2,1,6
7,10,2,4
8,10,4,3
9,11,2,4
10,11,2,6
11,8,3,1
12,11,2,1
13,7,4,3
14,7,4,2
15,11,1,6
16,4,1,1
17,6,2,1
18,6,1,1
19,10,1,7
20,8,4,10
21,5,2,9
22,5,2,9
23,7,3,5
24,3,3,9
25,9,3,8
26,5,1,10
27,2,4,5
28,6,3,1
29,3,2,6
30,11,4,3
31,1,2,5
32,1,2,3
33,8,2,5
34,3,3,9
35,12,2,1
36,6,3,10
37,5,2,8
38,9,3,5
39,1,1,3
40,5,2,6
41,12,3,9
42,12,2,4
43,8,3,9
44,4,2,10
45,4,1,6
46,8,3,6
47,7,2,4
48,6,3,4
49,10,3,6
50,7,3,8
51,10,2,5
52,9,4,6
53,9,4,7
54,5,2,9
55,11,2,4
56,2,1,6
57,3,4,6
58,10,2,9
59,2,2,8
60,11,2,3
61,4,4,4
62,3,4,9
63,3,4,3
64,6,2,10
65,8,1,9
66,2,1,5
67,5,2,6
68,1,1,6
69,3,1,6
70,2,3,6
71,5,2,3
72,8,2,2
73,1,4,8
74,6,4,10
75,7,1,3
76,4,3,1
77,2,3,5
78,5,3,6
79,4,1,5
80,3,1,1
81,1,1,8
82,11,2,10
83,7,1,7
84,12,1,10
85,9,4,5
86,4,1,7
87,8,1,2
88,7,3,7
89,8,2,7
90,2,3,8
91,8,1,3
92,3,2,10
93,8,4,6
94,3,4,6
95,8,2,7
96,6,4,7
97,8,3,10
98,11,1,5
99,5,2,3
100,7,1,1
