1,8,3,4
2,7,3,10
3,1,4,8
4,9,1,4
5,7,4,1
6,11,3,4
7,9,2,9
8,8,4,7
9,9,3,1
10,2,4,2
11,9,1,5
12,8,1,3
13,6,2,10
14,8,4,4
15,12,4,2
16,3,1,6
17,1,4,6
18,10,2,6
19,11,4,6
20,6,2,10
21,12,4,10
22,4,3,3
23,4,3,8
24,7,1,2
25,12,3,9
26,5,1,2
27,9,4,3
28,6,1,10
29,4,1,6
30,6,4,5
31,3,1,4
32,6,4,10
33,8,1,7
34,10,1,10
35,10,1,6
36,2,3,1
37,10,4,9
38,6,1,2
39,7,3,1
40,12,3,8
41,2,1,1
42,3,3,5
43,12,1,1
44,11,3,4
45,7,1,4
46,2,2,1
47,1,4,2
48,7,3,9
49,1,3,1
50,6,1,3
51,4,1,6
52,10,4,3
53,2,1,8
54,5,1,3
55,7,2,2
56,5,1,4
57,4,2,5
58,5,4,1
59,7,2,5
60,5,2,7
61,4,1,9
62,7,3,6
63,8,1,4
64,2,2,1
65,1,3,2
66,7,4,8
67,8,4,7
68,11,4,4
69,8,3,5
70,4,4,2
71,10,1,7
72,11,2,10
73,9,3,4
74,10,2,4
75,5,1,4
76,8,1,5
77,5,4,10
78,5,2,3
79,10,2,8
80,7,4,1
81,6,3,4
82,6,1,4
83,3,3,4
84,12,2,2
85,7,1,10
86,12,4,3
87,11,1,4
88,3,1,6
89,4,4,5
90,3,4,7
91,9,1,10
92,2,2,4
93,3,1,1
94,11,3,10
95,1,3,9
96,11,2,4
97,11,3,7
98,7,4,7
99,3,3,10
100,9,4,6
