1,2,2,7
2,2,2,6
3,12,4,6
4,3,4,7
5,9,2,7
6,2,4,3
7,7,3,1
8,5,4,3
9,8,1,3
10,8,1,1
11,7,2,4
12,10,2,4
13,11,4,5
14,11,1,8
15,6,2,9
16,7,3,1
17,6,4,2
18,3,1,10
19,9,4,8
20,12,3,10
21,3,4,2
22,2,4,8
23,3,3,8
24,8,2,6
25,10,4,7
26,1,1,6
27,4,2,5
28,11,4,10
29,8,1,8
30,9,4,7
31,2,1,7
32,3,1,3
33,5,4,1
34,1,4,6
35,3,1,5
36,10,3,4
37,8,3,6
38,12,4,5
39,3,3,2
40,2,3,9
41,3,3,4
42,8,3,1
43,12,2,10
44,9,3,1
45,7,4,3
46,9,3,10
47,8,1,10
48,1,2,10
49,4,1,1
50,7,2,4
51,7,2,8
52,12,4,4
53,2,1,6
54,5,4,6
55,5,3,4
56,3,2,1
57,12,3,10
58,11,1,1
59,3,2,9
60,4,1,10
61,7,2,1
62,9,2,2
63,6,2,6
64,7,4,9
65,9,2,8
66,12,3,4
67,12,1,2
68,8,3,2
69,3,4,9
70,11,1,10
71,5,4,8
72,11,3,3
73,12,3,3
74,8,2,8
75,1,2,4
76,5,3,8
77,11,3,9
78,2,4,2
79,1,4,1
80,1,3,7
81,6,4,8
82,8,1,3
83,8,3,9
84,1,1,4
85,10,3,6
86,7,1,3
87,5,1,7
88,10,2,4
89,11,2,3
90,4,3,6
91,7,4,6
92,7,4,3
93,8,4,3
94,3,4,9
95,10,2,9
96,7,1,9
97,5,1,4
98,11,1,10
99,4,3,9
100,10,3,5
